City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Lalibela,ET,2021-06-14 14:34:31,12.0333,39.0333,75.58,25,81,12.82
281,Pindiga,NG,2021-06-14 14:34:32,9.9833,10.9333,96.42,31,79,3.74
282,Hualmay,PE,2021-06-14 14:34:32,-11.0964,-77.6139,68.31,75,17,5.64
283,Mogadishu,SO,2021-06-14 14:34:33,2.0371,45.3438,82.27,65,40,17.27
284,Saint-Pierre,RE,2021-06-14 14:34:34,-21.3393,55.4781,74.88,73,0,2.3
285,Remetea,RO,2021-06-14 14:34:34,46.7833,25.45,49.98,93,100,3.24
286,Kyren,RU,2021-06-14 14:34:35,51.6828,102.1408,48.24,96,65,4.9
287,Kodiak,US,2021-06-14 14:34:35,57.79,-152.4072,40.51,87,1,5.75
288,Puerto Del Rosario,ES,2021-06-14 14:32:21,28.5004,-13.8627,78.48,64,20,17.27
289,Kilemary,RU,2021-06-14 14:34:36,56.7783,46.8659,69.73,72,98,4.63
290,Berdigestyakh,RU,2021-06-14 14:34:37,62.0989,126.6992,54.05,55,100,3.04
291,Luganville,VU,2021-06-14 14:34:38,-15.5333,167.1667,76.41,85,28,3.98
292,Atasu,KZ,2021-06-14 14:34:38,48.6814,71.6433,70.14,49,74,7.23
293,Kaeo,NZ,2021-06-14 14:34:39,-35.1,173.7833,61.32,97,100,4.14
294,Akita,JP,2021-06-14 14:34:39,39.7167,140.1167,63.82,89,9,2.28
295,Nyurba,RU,2021-06-14 14:34:40,63.2842,118.3319,54.41,67,4,5.66
296,Kapoeta,SS,2021-06-14 14:34:41,4.7717,33.5903,87.3,41,98,4.92
297,Chapada Dos Guimaraes,BR,2021-06-14 14:34:41,-15.4606,-55.7497,76.66,33,5,0.98
298,Buala,SB,2021-06-14 14:34:43,-8.145,159.5921,79.43,85,95,7.0
299,Dovolnoye,RU,2021-06-14 14:34:43,54.4958,79.6671,59.54,72,9,2.42
300,Tianmen,CN,2021-06-14 14:34:44,30.6516,113.1603,85.1,70,100,11.54
301,Bilibino,RU,2021-06-14 14:34:45,68.0546,166.4372,51.49,60,67,4.18
302,Ostrovnoy,RU,2021-06-14 14:34:45,68.0531,39.5131,60.44,46,100,9.82
303,Verkhnetulomskiy,RU,2021-06-14 14:34:46,68.6073,31.7962,62.73,32,78,8.99
304,Yashkul,RU,2021-06-14 14:34:47,46.1711,45.3435,77.61,53,6,11.21
305,Malibu,US,2021-06-14 14:31:03,34.005,-118.8101,79.65,62,61,2.48
306,Guerrero Negro,MX,2021-06-14 14:30:34,27.9769,-114.0611,65.8,76,39,3.27
307,Itacoatiara,BR,2021-06-14 14:34:48,-3.1431,-58.4442,81.18,87,78,1.92
308,Srednekolymsk,RU,2021-06-14 14:34:49,67.45,153.6833,57.61,73,99,2.82
309,Tadine,NC,2021-06-14 14:34:49,-21.55,167.8833,73.42,88,7,9.01
310,Te Anau,NZ,2021-06-14 14:34:50,-45.4167,167.7167,48.56,97,100,1.28
311,Hithadhoo,MV,2021-06-14 14:34:51,-0.6,73.0833,82.63,74,57,9.15
312,Farmington,US,2021-06-14 14:32:15,36.7281,-108.2187,83.21,19,1,9.22
313,Marpod,RO,2021-06-14 14:34:52,45.8714,24.4965,55.44,89,99,5.73
314,Ihosy,MG,2021-06-14 14:34:53,-22.4,46.1167,61.57,90,39,2.95
315,Oskarshamn,SE,2021-06-14 14:34:53,57.2645,16.4484,73.17,39,39,14.07
316,Damphu,BT,2021-06-14 14:34:54,27.0721,90.1096,72.1,96,53,2.1
317,Tulum,MX,2021-06-14 14:34:55,20.2167,-87.4667,76.98,92,100,7.02
318,Kathu,TH,2021-06-14 14:34:55,7.9178,98.3332,85.69,79,30,5.14
319,Kalanguy,RU,2021-06-14 14:34:56,51.0167,116.5167,54.84,63,100,3.27
320,Broome,US,2021-06-14 14:34:56,42.2506,-75.833,75.56,79,40,3.0
321,Pareora,NZ,2021-06-14 14:34:57,-44.4871,171.2132,50.18,97,3,2.37
322,Mazyr,BY,2021-06-14 14:34:58,52.0495,29.2456,72.19,59,16,4.61
323,Arawa,PG,2021-06-14 14:34:59,-6.2132,155.5367,76.28,93,100,4.68
324,Llata,PE,2021-06-14 14:34:59,-9.4167,-76.7833,60.1,61,49,4.7
325,Olafsvik,IS,2021-06-14 14:35:00,64.8945,-23.7142,42.35,56,73,17.85
326,Northam,GB,2021-06-14 14:35:00,51.0333,-4.2167,76.62,87,100,11.99
327,Saint George,US,2021-06-14 14:31:01,37.1041,-113.5841,89.35,13,1,1.99
328,Lavrentiya,RU,2021-06-14 14:35:04,65.5833,-171.0,34.68,99,100,6.33
329,Ylivieska,FI,2021-06-14 14:35:05,64.0833,24.55,60.89,62,97,6.11
330,Champawat,IN,2021-06-14 14:35:05,29.3333,80.1,64.65,92,38,1.01
331,Glasgow,GB,2021-06-14 14:34:14,55.8652,-4.2576,58.69,75,75,19.57
332,Coracao De Jesus,BR,2021-06-14 14:35:06,-16.6853,-44.365,72.32,35,0,4.9
333,Charters Towers,AU,2021-06-14 14:35:07,-20.1,146.2667,67.59,80,63,7.78
334,Redcar,GB,2021-06-14 14:35:07,54.6166,-1.06,64.38,45,100,13.31
335,Teahupoo,PF,2021-06-14 14:35:08,-17.8333,-149.2667,69.76,80,78,15.77
336,Smoky Lake,CA,2021-06-14 14:35:08,54.1169,-112.4686,62.49,94,69,10.36
337,Napier,NZ,2021-06-14 14:34:01,-39.4833,176.9167,54.25,96,30,3.0
338,Coolum Beach,AU,2021-06-14 14:35:09,-26.5333,153.1,59.34,96,93,4.79
339,Samarai,PG,2021-06-14 14:35:10,-10.6167,150.6667,80.4,86,35,12.41
340,Taltal,CL,2021-06-14 14:35:11,-25.4,-70.4833,61.16,76,44,4.61
341,Egvekinot,RU,2021-06-14 14:35:11,66.3167,-179.1667,32.58,98,100,8.19
342,Kiruna,SE,2021-06-14 14:35:12,67.8557,20.2251,56.32,47,75,6.91
343,Goderich,CA,2021-06-14 14:30:18,43.7501,-81.7165,65.21,77,10,5.75
344,Port Moresby,PG,2021-06-14 14:30:27,-9.4431,147.1797,76.42,94,40,3.44
345,Krasnoselkup,RU,2021-06-14 14:35:13,65.7,82.4667,62.37,83,92,11.03
346,Emerald,AU,2021-06-14 14:35:14,-23.5333,148.1667,66.34,100,90,3.44
347,Teknaf,BD,2021-06-14 14:35:15,20.8624,92.3058,81.5,88,84,16.13
348,Alice Springs,AU,2021-06-14 14:31:17,-23.7,133.8833,51.35,76,0,5.75
349,Ponta Delgada,PT,2021-06-14 14:35:16,37.7333,-25.6667,75.92,60,20,10.36
350,Isangel,VU,2021-06-14 14:35:16,-19.55,169.2667,75.15,89,97,9.04
351,Anadyr,RU,2021-06-14 14:35:17,64.75,177.4833,39.7,93,75,2.24
352,North Platte,US,2021-06-14 14:35:18,41.1239,-100.7654,77.99,71,1,1.01
353,Drayton Valley,CA,2021-06-14 14:35:18,53.2168,-114.9854,60.91,82,55,3.53
354,Mao,ES,2021-06-14 14:35:19,39.8885,4.2658,82.96,54,0,6.91
355,Nome,US,2021-06-14 14:33:34,64.5011,-165.4064,48.27,87,90,16.11
356,Brae,GB,2021-06-14 14:35:20,60.3964,-1.353,51.71,84,80,24.36
357,Coihaique,CL,2021-06-14 14:35:21,-45.5752,-72.0662,38.01,75,20,5.75
358,Ipixuna,BR,2021-06-14 14:35:21,-1.7625,-48.8043,82.35,54,57,3.65
359,Soto La Marina,MX,2021-06-14 14:35:22,23.7667,-98.2167,82.78,54,45,1.43
360,Likhoy,RU,2021-06-14 14:35:22,48.1266,40.2056,79.11,50,36,2.82
361,Masindi,UG,2021-06-14 14:35:23,1.6744,31.715,78.37,61,92,4.43
362,Lekoni,GA,2021-06-14 14:35:23,-1.5843,14.2591,87.39,42,85,3.0
363,Mujiayingzi,CN,2021-06-14 14:35:24,42.1167,118.7833,68.14,83,9,3.91
364,Cayenne,GF,2021-06-14 14:35:25,4.9333,-52.3333,87.84,79,75,1.99
365,Loubomo,CG,2021-06-14 14:35:26,-4.1997,12.6739,90.23,39,46,1.81
366,Bilma,NE,2021-06-14 14:35:26,18.6853,12.9164,104.58,9,16,5.97
367,Margate,GB,2021-06-14 14:32:08,51.3813,1.3862,80.46,75,48,8.43
368,Fergus Falls,US,2021-06-14 14:33:55,46.283,-96.0776,75.87,50,1,0.0
369,Crotone,IT,2021-06-14 14:35:27,39.0851,17.1178,78.75,33,0,14.97
370,Kristianstad,SE,2021-06-14 14:35:28,56.0313,14.1524,73.54,49,0,12.66
371,San Andres,CO,2021-06-14 14:35:28,12.5847,-81.7006,80.62,89,75,4.61
372,Boa Vista,BR,2021-06-14 14:31:26,2.8197,-60.6733,80.58,78,40,4.61
373,Pacific Grove,US,2021-06-14 14:35:30,36.6177,-121.9166,65.44,90,75,1.01
374,Cabedelo,BR,2021-06-14 14:35:30,-6.9811,-34.8339,84.87,72,98,10.38
375,Pacifica,US,2021-06-14 14:33:02,37.6138,-122.4869,67.71,94,90,1.99
376,Umba,RU,2021-06-14 14:35:31,66.6871,34.3429,56.53,53,97,7.85
377,Champerico,GT,2021-06-14 14:35:32,14.3,-91.9167,89.35,73,100,3.53
378,Assomada,CV,2021-06-14 14:35:32,15.1,-23.6833,81.95,69,84,12.1
379,Kirakira,SB,2021-06-14 14:35:33,-10.4544,161.9205,78.35,81,65,7.87
380,Duayaw Nkwanta,GH,2021-06-14 14:35:33,7.1724,-2.1028,80.02,83,84,2.19
381,Clyde River,CA,2021-06-14 14:35:34,70.4692,-68.5914,32.23,93,75,8.05
382,Tura,IN,2021-06-14 14:35:34,25.5198,90.2201,77.58,89,7,5.91
383,San Francisco Del Mar,MX,2021-06-14 14:35:36,16.2333,-94.65,80.67,77,100,5.08
384,Shieli,KZ,2021-06-14 14:35:36,44.1667,66.75,80.89,14,0,14.85
385,Bridlington,GB,2021-06-14 14:35:37,54.0831,-0.1919,68.9,68,100,11.63
386,Petrivka,UA,2021-06-14 14:35:38,46.9695,30.9591,70.25,67,87,10.58
387,Marzuq,YE,2021-06-14 14:35:38,14.4,46.4667,91.92,10,99,4.94
388,Los Algarrobos,PA,2021-06-14 14:35:39,8.5,-82.4333,82.45,100,75,0.0
389,Port Keats,AU,2021-06-14 14:35:39,-14.25,129.55,70.74,55,97,2.91
390,Upata,VE,2021-06-14 14:35:40,8.0086,-62.3989,80.19,56,36,7.43
391,Tiksi,RU,2021-06-14 14:35:41,71.6872,128.8694,42.75,66,16,8.88
392,Bikramganj,IN,2021-06-14 14:35:41,25.2,84.25,83.39,83,100,4.63
393,Sakakah,SA,2021-06-14 14:34:14,29.9697,40.2064,110.77,8,0,13.8
394,Udachnyy,RU,2021-06-14 14:35:42,66.4167,112.4,44.85,64,18,1.66
395,Fiumicino,IT,2021-06-14 14:35:43,41.7675,12.2291,85.48,72,20,9.22
396,Sola,VU,2021-06-14 14:35:43,-13.8833,167.55,80.64,76,81,14.07
397,Buta,CD,2021-06-14 14:35:44,2.7858,24.73,88.93,47,99,3.62
398,Gao,ML,2021-06-14 14:35:45,16.6362,1.637,111.04,5,5,17.11
399,Douentza,ML,2021-06-14 14:35:46,14.9951,-2.9517,108.14,15,99,8.61
400,Sistranda,NO,2021-06-14 14:35:47,63.7256,8.834,54.9,84,100,14.18
401,Zalantun,CN,2021-06-14 14:35:47,48.0,122.7167,63.93,98,100,1.32
402,Telimele,GN,2021-06-14 14:35:48,10.9167,-13.3333,86.76,56,91,2.42
403,Marabba,SD,2021-06-14 14:35:48,12.35,32.1833,93.31,38,98,14.83
404,Kamaishi,JP,2021-06-14 14:35:49,39.2667,141.8833,64.24,92,99,4.65
405,Morant Bay,JM,2021-06-14 14:35:50,17.8815,-76.4093,85.66,73,98,12.12
406,Prince Rupert,CA,2021-06-14 14:35:50,54.3161,-130.3201,55.49,77,20,4.61
407,Khuzdar,PK,2021-06-14 14:35:51,27.7384,66.6434,93.42,11,0,2.33
408,Woodbury,US,2021-06-14 14:31:20,42.3833,-96.0336,75.6,68,100,7.47
409,Onoda,JP,2021-06-14 14:35:52,34.0014,131.1836,74.28,89,100,6.04
410,Grindavik,IS,2021-06-14 14:35:52,63.8424,-22.4338,48.15,57,20,18.41
411,Luderitz,NA,2021-06-14 14:35:53,-26.6481,15.1594,68.36,56,84,8.01
412,Pevek,RU,2021-06-14 14:35:53,69.7008,170.3133,29.59,89,42,3.29
413,Bethanien,NA,2021-06-14 14:35:54,-26.502,17.1583,78.48,17,42,4.12
414,Semey,KZ,2021-06-14 14:35:55,50.4111,80.2275,75.42,43,40,2.24
415,Cairns,AU,2021-06-14 14:32:10,-16.9167,145.7667,73.06,96,18,0.0
416,Shimoda,JP,2021-06-14 14:35:56,34.6667,138.95,68.16,84,15,1.48
417,Houma,US,2021-06-14 14:35:56,29.5958,-90.7195,84.0,78,40,6.91
418,Ruidoso,US,2021-06-14 14:32:40,33.3317,-105.673,81.45,28,1,6.91
419,Myski,RU,2021-06-14 14:35:57,53.709,87.8014,51.35,97,65,3.94
420,Manaus,BR,2021-06-14 14:32:43,-3.1019,-60.025,81.1,89,75,4.61
421,Ladario,BR,2021-06-14 14:35:58,-19.0047,-57.6017,79.09,53,0,9.22
422,Fare,PF,2021-06-14 14:35:59,-16.7,-151.0167,80.67,73,55,15.59
423,Sevlievo,BG,2021-06-14 14:35:59,43.0258,25.1136,69.55,79,92,8.41
424,Ojinaga,MX,2021-06-14 14:36:00,29.5667,-104.4167,87.57,30,1,8.05
425,Ambilobe,MG,2021-06-14 14:36:01,-13.2,49.05,73.08,86,38,1.61
426,Gwadar,PK,2021-06-14 14:36:01,25.1216,62.3254,84.11,82,0,10.13
427,Byron Bay,AU,2021-06-14 14:34:18,-28.65,153.6167,54.88,83,0,5.77
428,Imeni Babushkina,RU,2021-06-14 14:36:02,59.7573,43.1285,60.98,95,99,0.67
429,Okhotsk,RU,2021-06-14 14:36:03,59.3833,143.3,46.2,78,100,5.79
430,Port Lincoln,AU,2021-06-14 14:36:04,-34.7333,135.8667,55.87,69,36,7.63
431,Terrace,CA,2021-06-14 14:36:04,54.5163,-128.6035,53.51,100,90,6.91
432,Eyl,SO,2021-06-14 14:36:05,7.9803,49.8164,81.05,72,100,24.7
433,Beidao,CN,2021-06-14 14:36:06,34.5686,105.8933,64.29,91,3,2.64
434,Vostok,RU,2021-06-14 14:36:06,46.4856,135.8833,51.13,86,0,5.14
435,Chokurdakh,RU,2021-06-14 14:36:07,70.6333,147.9167,52.09,73,93,8.68
436,Praia,CV,2021-06-14 14:36:07,14.9215,-23.5087,86.54,48,20,11.5
437,Vila Velha,BR,2021-06-14 14:33:01,-20.3297,-40.2925,76.96,62,0,15.99
438,Amapa,BR,2021-06-14 14:36:08,1.0,-52.0,86.68,56,57,4.05
439,Makakilo City,US,2021-06-14 14:36:09,21.3469,-158.0858,73.72,75,20,3.44
440,Arvin,US,2021-06-14 14:31:35,35.2091,-118.8284,82.85,72,59,4.5
441,Seoul,KR,2021-06-14 14:33:42,37.5683,126.9778,73.0,81,0,3.44
442,Port-Gentil,GA,2021-06-14 14:36:10,-0.7193,8.7815,85.96,70,20,11.5
443,Vila,PT,2021-06-14 14:36:11,42.0304,-8.1588,82.74,50,66,2.93
444,Dandong,CN,2021-06-14 14:36:11,40.1292,124.3947,64.96,88,100,1.68
445,Pochutla,MX,2021-06-14 14:36:12,15.7432,-96.4661,83.82,71,93,1.43
446,Methoni,GR,2021-06-14 14:36:13,36.8197,21.7049,81.21,65,0,19.44
447,Rio Gallegos,AR,2021-06-14 14:36:13,-51.6226,-69.2181,35.65,75,0,18.41
448,Saldanha,ZA,2021-06-14 14:36:14,-33.0117,17.9442,66.25,72,0,5.3
449,Vilhena,BR,2021-06-14 14:36:16,-12.7406,-60.1458,79.02,65,0,4.61
450,Kulhudhuffushi,MV,2021-06-14 14:36:17,6.6221,73.07,83.01,77,96,18.41
451,Lubango,AO,2021-06-14 14:33:26,-14.9172,13.4925,73.26,13,0,4.61
452,Otane,NZ,2021-06-14 14:36:18,-39.8833,176.6333,58.39,96,47,2.35
453,Lulea,SE,2021-06-14 14:36:18,65.5842,22.1547,57.27,67,0,14.97
454,Pitkyaranta,RU,2021-06-14 14:36:19,61.5734,31.4792,58.19,57,71,12.06
455,Xam Nua,LA,2021-06-14 14:36:19,20.4197,104.0439,69.55,90,81,2.55
456,Nagornyy,RU,2021-06-14 14:36:20,52.7959,83.5498,67.35,74,10,7.16
457,Chumikan,RU,2021-06-14 14:36:21,54.7183,135.315,40.98,71,80,1.01
458,Pala,TD,2021-06-14 14:36:21,9.3642,14.9046,100.04,26,20,2.35
459,Portland,US,2021-06-14 14:36:07,45.5234,-122.6762,62.58,94,90,1.01
460,Tiarei,PF,2021-06-14 14:36:22,-17.5333,-149.3333,75.22,79,66,16.02
461,Muros,ES,2021-06-14 14:36:23,42.7762,-9.0603,88.3,45,51,8.48
462,Avera,US,2021-06-14 14:36:23,33.194,-82.5271,83.44,58,81,2.13
463,Portobelo,PA,2021-06-14 14:36:24,9.55,-79.65,79.21,72,100,4.21
464,San Carlos De Bariloche,AR,2021-06-14 14:36:25,-41.1456,-71.3082,29.95,64,0,3.44
465,Hargeysa,SO,2021-06-14 14:36:25,9.56,44.065,83.79,31,89,18.72
466,Sirjan,IR,2021-06-14 14:36:26,29.452,55.6814,96.1,7,0,6.89
467,Destin,US,2021-06-14 14:36:27,30.3935,-86.4958,87.96,68,1,3.44
468,Waipawa,NZ,2021-06-14 14:36:27,-41.4122,175.5153,56.03,85,41,13.2
469,Albemarle,US,2021-06-14 14:33:17,35.3501,-80.2001,83.79,75,1,6.91
470,Victoria,HK,2021-06-14 14:34:04,22.2855,114.1577,85.32,85,81,1.01
471,Grimshaw,CA,2021-06-14 14:36:29,56.1834,-117.6027,62.22,55,75,14.97
472,Obo,CF,2021-06-14 14:36:29,5.3998,26.4869,81.12,71,100,1.57
473,Kerema,PG,2021-06-14 14:36:30,-7.9631,145.7785,78.06,88,100,2.91
474,Tautira,PF,2021-06-14 14:36:31,-17.7333,-149.15,75.22,80,75,15.79
475,Neiafu,TO,2021-06-14 14:36:31,-18.65,-173.9833,77.68,83,75,9.22
476,Polyanka,UA,2021-06-14 14:36:32,50.2584,27.6881,67.77,74,82,8.99
477,Russell,US,2021-06-14 14:36:32,32.3502,-85.1999,83.52,69,1,3.44
478,Asau,RO,2021-06-14 14:36:33,46.4333,26.4,58.12,90,98,3.11
479,Inirida,CO,2021-06-14 14:36:34,3.8653,-67.9239,78.96,87,98,1.39
480,Channel-Port Aux Basques,CA,2021-06-14 14:36:34,47.5702,-59.1367,50.77,75,57,9.01
481,Loding,NO,2021-06-14 14:36:35,67.3,14.75,51.55,88,75,2.3
482,Cockburn Town,TC,2021-06-14 14:34:30,21.4612,-71.1419,84.16,70,40,13.8
483,Shellbrook,CA,2021-06-14 14:36:36,53.2168,-106.4011,70.83,57,36,11.05
484,Bulgan,MN,2021-06-14 14:36:36,48.8125,103.5347,51.4,80,100,2.44
485,Caravelas,BR,2021-06-14 14:36:37,-17.7125,-39.2481,76.59,60,58,11.74
486,Huarmey,PE,2021-06-14 14:36:37,-10.0681,-78.1522,68.94,78,20,7.18
487,Lata,PT,2021-06-14 14:36:38,40.1629,-8.3327,89.35,50,50,10.92
488,Matamoros,MX,2021-06-14 14:34:01,25.5333,-103.25,79.11,45,1,0.0
489,Jishou,CN,2021-06-14 14:36:39,28.3167,109.7167,78.49,89,91,2.42
490,Belem De Sao Francisco,BR,2021-06-14 14:36:40,-8.7539,-38.9658,88.47,38,37,12.35
491,Vanavara,RU,2021-06-14 14:36:40,60.34,102.2797,45.01,84,100,3.85
492,Zhuhai,CN,2021-06-14 14:36:41,22.2769,113.5678,85.05,89,40,10.36
493,Chiredzi,ZW,2021-06-14 14:36:41,-21.05,31.6667,71.92,33,0,3.71
494,Changli,CN,2021-06-14 14:36:42,39.7042,119.1506,67.95,88,96,5.39
495,Salinopolis,BR,2021-06-14 14:36:42,-0.6136,-47.3561,84.96,64,53,8.1
496,Menongue,AO,2021-06-14 14:36:43,-14.6585,17.691,77.59,13,50,6.38
497,Ankpa,NG,2021-06-14 14:36:43,7.3706,7.6253,85.1,63,99,6.06
498,Sturgeon Falls,CA,2021-06-14 14:36:44,46.3646,-79.9326,62.56,96,100,5.75
499,Key West,US,2021-06-14 14:36:45,24.5557,-81.7826,86.0,74,20,13.8
500,Rosarito,MX,2021-06-14 14:36:45,32.3333,-117.0333,67.24,67,7,9.24
501,Panguna,PG,2021-06-14 14:36:46,-6.3164,155.4848,67.64,97,100,2.64
502,Gaoual,GN,2021-06-14 14:36:46,11.75,-13.2,94.24,46,50,3.2
503,Aksha,RU,2021-06-14 14:35:12,50.2814,113.2867,55.92,54,66,3.94
504,Veraval,IN,2021-06-14 14:36:47,20.9,70.3667,85.21,78,16,16.15
505,Baruun-Urt,MN,2021-06-14 14:36:48,46.6806,113.2792,58.46,64,0,0.98
506,Nakamura,JP,2021-06-14 14:36:49,32.9833,132.9333,67.96,96,77,1.07
507,Yerbogachen,RU,2021-06-14 14:36:50,61.2767,108.0108,47.25,83,100,8.1
508,Teguldet,RU,2021-06-14 14:36:50,57.3064,88.1667,52.29,60,59,3.49
509,Kholodnyy,RU,2021-06-14 14:36:51,62.7167,147.95,49.23,68,25,5.7
510,Saint-Francois,FR,2021-06-14 14:36:51,46.4154,3.9054,87.67,37,0,6.91
511,Trelew,AR,2021-06-14 14:36:52,-43.249,-65.3051,44.82,50,2,17.34
512,Lasa,IT,2021-06-14 14:36:53,46.6166,10.7002,86.88,34,0,5.3
513,Zhangjiakou,CN,2021-06-14 14:36:53,40.81,114.8794,73.36,71,83,3.62
514,Sao Joao Da Barra,BR,2021-06-14 14:36:54,-21.6403,-41.0511,73.49,55,4,6.69
515,Zaokskiy,RU,2021-06-14 14:36:54,54.7306,37.4089,71.78,77,46,3.27
516,Kifri,IQ,2021-06-14 14:36:55,34.6959,44.9661,102.94,10,0,17.36
517,Uruzgan,AF,2021-06-14 14:36:56,32.8333,66.0,79.9,9,0,8.84
518,Sardinia,GR,2021-06-14 14:36:56,38.8833,21.2,77.92,65,74,3.24
519,Sao Lourenco Do Sul,BR,2021-06-14 14:36:57,-31.3653,-51.9783,65.89,60,0,4.52
520,Mayor Pablo Lagerenza,PY,2021-06-14 14:36:58,-19.9309,-60.7718,82.35,39,0,6.89
521,Kholtoson,RU,2021-06-14 14:36:58,50.2981,103.3097,46.98,92,97,3.31
522,Yuncheng,CN,2021-06-14 14:36:59,35.0231,110.9928,73.49,89,99,4.92
523,Yulara,AU,2021-06-14 14:37:00,-25.2406,130.9889,51.64,54,0,5.75
524,Hambantota,LK,2021-06-14 14:37:01,6.1241,81.1185,82.74,78,20,10.36
525,Bitung,ID,2021-06-14 14:37:01,1.4451,125.1824,74.25,95,100,3.15
526,Aubenas,FR,2021-06-14 14:32:49,44.6201,4.3899,94.17,36,4,7.52
527,Gigmoto,PH,2021-06-14 14:37:02,13.7796,124.39,80.94,84,6,5.41
528,Worland,US,2021-06-14 14:37:03,44.0169,-107.9554,81.75,34,1,5.75
529,Tateyama,JP,2021-06-14 14:37:04,34.9833,139.8667,69.98,75,17,4.34
530,Boca Do Acre,BR,2021-06-14 14:37:05,-8.7522,-67.3978,86.38,50,6,0.98
531,Laguna,US,2021-06-14 14:37:05,38.421,-121.4238,68.97,86,1,3.0
532,Shitanjing,CN,2021-06-14 14:37:06,39.2342,106.3439,71.28,46,41,2.17
533,Vila Do Maio,CV,2021-06-14 14:37:07,15.1333,-23.2167,86.79,86,90,15.82
534,Kurchum,KZ,2021-06-14 14:37:08,48.5722,83.6542,61.07,68,1,8.41
535,Shelburne,CA,2021-06-14 14:37:08,44.0787,-80.2041,64.11,56,56,14.14
536,Niamey,NE,2021-06-14 14:37:09,13.5137,2.1098,104.29,24,0,9.22
537,Manaure,CO,2021-06-14 14:37:10,11.7751,-72.4445,88.14,56,8,17.09
538,Talaya,RU,2021-06-14 14:37:10,61.3833,152.75,51.91,62,0,8.97
539,Shetpe,KZ,2021-06-14 14:37:11,44.1667,52.1167,88.2,33,0,13.27
540,Meulaboh,ID,2021-06-14 14:37:11,4.1363,96.1285,79.11,86,86,3.06
541,Itarema,BR,2021-06-14 14:37:12,-2.9248,-39.9167,86.18,60,21,14.83
542,Ahtopol,BG,2021-06-14 14:37:13,42.1,27.95,63.07,61,100,5.61
543,Dunedin,NZ,2021-06-14 14:37:13,-45.8742,170.5036,48.79,97,14,1.95
544,Pangnirtung,CA,2021-06-14 14:37:14,66.1451,-65.7125,33.8,93,90,16.11
545,Boende,CD,2021-06-14 14:37:14,-0.2167,20.8667,83.77,58,97,1.1
546,Iquitos,PE,2021-06-14 14:37:15,-3.7481,-73.2472,80.64,78,75,3.44
547,Jiaxing,CN,2021-06-14 14:37:16,30.7522,120.75,82.42,93,100,6.04
548,Masuda,JP,2021-06-14 14:37:16,34.6667,131.85,73.13,95,97,2.68
549,Bhadrachalam,IN,2021-06-14 14:37:17,17.6667,80.8833,77.83,84,100,2.64
550,Wajir,KE,2021-06-14 14:37:18,1.7471,40.0573,89.31,31,97,14.07
551,Sorland,NO,2021-06-14 14:37:18,67.667,12.6934,50.07,61,0,4.61
552,Bembibre,ES,2021-06-14 14:37:19,42.6177,-6.4155,89.15,27,74,5.01
553,Barra Do Bugres,BR,2021-06-14 14:37:19,-15.0725,-57.1811,91.62,34,2,1.45
554,Uyuni,BO,2021-06-14 14:37:20,-20.4597,-66.825,42.01,19,52,5.44
555,Cobija,BO,2021-06-14 14:37:20,-11.0267,-68.7692,77.18,78,5,4.61
556,Albacete,ES,2021-06-14 14:37:21,38.8333,-2.0,88.61,22,0,5.75
557,Miles City,US,2021-06-14 14:37:22,46.4083,-105.8406,74.52,40,1,5.75
558,Kabalo,CD,2021-06-14 14:37:22,-6.05,26.9167,90.75,26,85,4.45
559,Murmansk,RU,2021-06-14 14:37:23,68.0,34.0,60.06,37,68,11.95
560,Mangai,CD,2021-06-14 14:37:24,-4.05,19.5333,92.86,22,94,2.66
